-0.94,1.51,1.41,2.49,1.54,2.29,4.48,4.10,2.39,1.51,1.09,1.32,0.72,4.28,2.25,0.06,0.76,0.53,-0.01,0.98,-1.48,0
0.25,0.56,2.37,1.03,0.21,-0.72,1.73,0.34,0.64,1.84,2.98,2.30,4.71,5.47,4.83,4.21,2.42,1.78,1.69,-0.18,0.65,0
1.91,1.66,1.61,3.71,1.26,4.74,4.57,2.65,4.80,3.47,1.42,2.75,0.33,1.88,1.63,1.42,1.12,0.81,-1.30,0.85,-1.98,0
-0.80,0.75,1.73,1.09,0.71,3.20,1.87,-0.52,0.96,0.72,2.15,3.32,2.91,4.37,2.58,4.32,0.83,0.60,1.60,1.17,1.64,0
-1.41,1.77,1.92,3.66,2.74,1.89,3.16,2.97,2.30,3.65,2.66,0.68,2.29,1.32,2.07,2.72,1.44,0.86,-0.00,-0.96,-0.18,0
1.11,-1.25,0.16,0.62,0.90,0.18,0.64,1.88,-0.02,1.57,2.95,4.32,3.30,4.65,5.54,4.40,1.25,4.69,1.70,1.80,0.31,0
0.16,0.95,0.32,1.58,0.95,1.30,2.71,-0.02,0.07,2.09,1.50,1.09,3.44,4.96,2.85,2.92,2.50,1.87,-0.01,3.13,0.58,0
-1.57,-0.68,1.36,0.55,3.18,1.99,2.46,1.30,-0.09,1.26,2.86,1.69,1.38,3.57,2.91,1.78,0.59,1.45,1.57,2.57,0.15,0
0.13,0.37,1.83,4.13,2.16,2.85,4.13,2.95,2.17,2.58,2.89,2.21,3.09,0.28,2.20,3.00,2.68,0.22,1.35,1.22,-0.03,0
0.46,1.21,0.65,1.05,4.47,4.46,5.10,2.55,4.23,3.77,1.94,1.34,1.01,0.84,0.55,1.77,1.93,2.21,1.50,1.35,0.09,0
-0.03,0.87,0.97,-0.78,0.41,2.06,2.95,1.96,2.45,1.12,2.64,1.76,1.27,3.13,2.76,2.33,0.96,1.53,2.40,0.64,-1.45,0
-0.70,-1.25,3.31,2.24,4.60,2.67,5.56,1.96,1.91,1.38,2.71,2.69,1.36,2.48,0.24,2.42,1.05,0.97,0.12,0.47,-1.67,0
0.68,-0.21,-1.23,-0.28,1.08,0.47,3.29,1.48,1.45,0.07,0.71,3.49,2.34,2.95,3.88,3.46,1.33,1.15,2.09,0.63,0.12,0
-1.58,2.09,1.38,2.14,4.06,3.92,4.74,4.37,4.93,1.20,1.65,1.80,0.53,1.89,-0.03,1.04,0.98,0.55,1.11,0.30,-0.19,0
0.38,0.65,2.83,1.74,2.58,3.79,4.67,4.82,4.89,4.10,2.15,2.19,1.60,2.19,2.54,0.44,-0.49,-0.26,0.36,-0.69,0.74,0
0.83,0.33,0.86,1.37,3.17,3.93,4.04,2.46,3.33,3.45,3.13,-0.90,2.70,1.74,1.28,1.73,0.98,0.96,1.13,-0.07,-1.27,0
-0.15,0.97,1.41,2.51,3.57,3.79,6.19,5.09,1.99,2.79,2.79,1.43,0.48,-0.80,1.54,0.91,1.51,0.97,0.59,0.03,0.50,0
-1.28,0.44,0.28,-0.30,2.41,-0.81,0.93,0.50,1.85,1.53,1.28,4.19,2.47,2.76,5.49,3.28,3.00,1.40,2.39,2.04,-0.63,0
-1.36,0.39,-0.71,1.50,4.03,4.61,6.23,3.01,3.63,3.54,4.01,0.69,1.29,0.83,1.25,-0.70,1.86,0.52,-0.63,1.90,-0.37,0
2.37,1.24,1.04,1.86,2.81,2.34,2.05,2.34,2.76,1.06,2.33,1.34,2.20,3.68,2.70,1.52,3.16,0.51,2.27,1.70,-0.79,0
0.58,-0.18,0.97,2.94,2.35,3.19,4.18,0.68,2.31,2.65,1.63,2.06,1.79,1.62,2.04,2.82,3.27,1.42,1.76,2.12,0.18,0
0.65,0.05,0.53,5.66,3.01,6.64,5.15,4.12,4.56,3.35,3.02,-0.53,1.26,-1.11,-1.57,-0.84,1.26,-0.22,-1.75,-0.14,0.39,0
0.49,-0.12,-0.42,0.54,1.93,2.98,3.66,4.78,1.80,2.11,3.33,2.14,2.65,0.84,3.16,2.70,2.41,1.30,0.77,0.97,0.26,0
-0.31,1.49,0.86,0.36,3.01,2.81,3.42,1.63,2.30,0.89,0.62,1.72,2.32,3.16,3.85,2.83,1.75,1.71,0.21,1.28,0.78,0
2.51,0.00,0.85,2.12,1.42,2.59,3.14,2.38,3.23,2.58,2.59,1.93,2.35,1.90,2.20,3.97,2.13,3.49,2.31,1.86,0.26,0
-0.82,-0.19,0.27,1.45,1.50,0.49,-0.88,0.74,0.40,2.38,2.07,3.24,4.84,5.42,5.67,4.68,4.96,2.56,1.36,1.32,0.12,0
-0.82,0.14,0.17,0.81,0.18,2.40,1.87,2.61,0.23,2.52,2.30,2.67,-0.01,3.52,1.22,2.72,3.19,3.37,3.12,1.60,-0.33,0
-1.87,3.15,-0.08,0.78,2.66,1.62,4.64,1.59,2.65,-0.72,2.21,3.64,2.78,4.79,5.28,1.10,3.34,1.78,1.32,1.15,-0.71,0
-0.27,-0.26,2.37,1.79,2.48,3.46,3.16,2.99,0.62,2.06,2.24,2.87,2.36,0.44,3.42,-0.44,1.31,1.58,0.30,1.31,-0.20,0
-0.72,-0.01,2.10,1.42,3.22,3.18,5.91,4.89,4.16,2.93,1.67,-0.36,1.56,2.55,-0.02,0.42,0.46,1.59,0.11,1.51,-1.80,0
-0.05,0.59,1.44,0.10,4.25,4.25,4.13,4.05,2.52,2.94,2.05,2.24,0.37,1.32,0.16,1.60,1.41,1.18,1.56,-0.37,0.08,0
0.09,0.96,2.55,4.53,4.35,3.15,6.64,4.79,4.24,3.57,1.47,0.95,0.61,0.42,1.13,1.36,1.19,-1.43,0.06,0.37,0.24,0
-1.98,0.24,3.63,2.20,1.72,4.81,5.48,3.55,3.55,1.84,1.89,1.90,0.66,2.05,3.07,1.88,1.90,1.30,0.24,1.33,1.91,0
-2.01,1.38,3.15,-0.22,3.47,3.10,3.79,2.16,3.65,3.17,0.72,2.08,3.26,1.92,3.76,3.12,2.42,2.79,0.80,0.43,1.67,0
0.57,0.18,2.14,1.46,1.91,0.90,3.17,2.30,0.73,2.20,2.68,0.53,2.42,3.52,3.69,3.26,1.62,3.77,1.40,0.03,2.64,0
1.16,1.72,2.54,1.15,4.04,5.30,4.34,4.18,4.67,2.61,0.62,1.81,0.19,0.87,-0.14,0.72,0.93,-0.77,-0.08,0.74,0.38,0
-0.86,-0.72,-0.63,0.01,-0.26,-1.11,0.02,0.80,-0.19,-0.02,0.48,3.66,3.39,4.68,5.35,5.38,2.94,2.07,-0.10,0.41,-1.53,0
0.79,0.22,1.49,2.36,3.48,2.95,3.56,1.90,3.71,3.64,2.18,3.97,1.42,2.90,1.76,1.10,1.29,2.45,-1.05,0.47,0.57,0
1.03,0.86,1.52,0.62,1.17,0.80,4.10,4.07,2.35,2.40,0.36,1.80,2.34,2.12,4.02,2.26,1.16,3.61,0.25,0.33,-0.20,0
-1.20,0.93,1.76,2.67,3.89,2.39,3.67,4.89,4.06,2.62,2.73,1.61,2.47,1.18,2.21,0.91,3.01,0.20,-0.63,1.44,1.29,0
-0.14,0.38,1.34,3.57,2.93,4.58,3.67,2.82,3.15,3.80,1.70,2.58,-0.84,0.63,-1.00,2.16,0.87,0.69,-0.34,-0.12,-0.04,0
0.56,0.65,1.17,0.80,1.52,-0.02,-0.32,-1.25,1.80,-0.07,1.83,4.37,3.79,2.84,6.07,3.79,2.48,1.72,2.06,0.77,-0.19,0
-0.03,0.93,1.59,2.99,3.42,4.39,3.81,3.15,1.83,1.02,2.37,2.28,0.89,0.42,0.58,1.73,1.61,-0.70,1.19,0.49,-0.15,0
-0.03,2.54,2.62,2.44,3.41,5.67,3.71,6.12,3.09,2.68,2.22,0.83,1.69,0.43,-0.68,-0.12,0.85,0.32,-0.62,-0.24,-0.75,0
1.74,1.49,-0.09,2.15,1.73,2.46,5.13,3.10,0.94,4.32,2.62,2.39,0.71,1.94,1.33,1.09,0.52,1.44,0.17,0.94,-1.68,0
1.42,-0.14,0.61,1.17,2.70,1.35,3.66,2.17,1.65,3.00,3.70,3.19,0.66,1.95,4.26,-0.35,1.60,1.95,-0.70,1.17,-1.39,0
-0.53,1.14,0.41,1.68,2.59,0.25,3.57,2.34,1.79,1.89,1.40,3.26,3.32,1.65,2.50,1.61,2.42,2.18,2.99,1.37,0.02,0
-0.21,1.78,0.10,-0.36,1.20,2.75,0.68,3.51,2.00,2.27,3.51,2.72,2.56,2.11,3.73,3.45,1.64,2.62,2.88,2.10,-0.18,0
0.16,1.43,0.74,2.47,0.81,0.99,2.54,3.63,2.56,1.09,2.56,2.99,1.04,3.61,4.43,1.94,2.16,0.11,0.99,0.24,-1.64,0
0.97,0.97,1.69,1.92,4.20,3.22,5.18,2.77,2.43,3.46,-0.12,1.07,1.65,0.68,2.02,2.69,-0.02,1.49,-0.73,1.61,-0.19,0
-1.00,0.04,0.24,-0.39,-1.02,0.14,-0.26,0.51,-0.75,0.59,3.74,1.81,2.93,5.06,5.23,4.25,0.37,2.98,2.86,1.63,0.46,0
-0.62,-0.73,-1.33,0.57,1.24,1.26,2.26,2.70,2.00,1.58,3.32,1.62,3.04,3.31,4.42,3.72,2.27,0.92,2.04,-0.19,-2.13,0
-1.82,1.99,1.33,2.37,2.53,5.14,3.51,3.69,4.71,2.12,2.23,2.81,1.21,2.43,2.92,0.85,1.43,3.11,-0.25,0.62,0.23,0
0.57,0.23,3.42,2.97,2.68,2.61,3.67,1.95,2.61,2.91,1.45,1.18,1.20,2.87,1.24,-0.05,0.52,0.51,1.03,-0.23,-0.27,0
-0.21,1.10,2.30,2.74,2.03,4.21,3.68,1.73,4.48,4.54,1.83,-1.04,1.45,1.95,1.74,0.20,3.14,0.62,-0.51,-0.24,-0.44,0
1.91,-0.68,0.93,2.01,2.62,3.04,3.18,3.16,0.65,0.83,2.56,0.86,1.09,2.33,2.75,2.36,1.93,2.86,1.30,0.50,-0.86,0
-1.01,0.31,2.02,2.87,1.21,1.08,3.26,1.33,1.91,1.13,0.81,0.96,2.34,1.54,3.12,3.53,3.86,0.56,0.08,-0.16,-0.10,0
-0.93,-0.23,-0.40,3.04,-1.71,1.80,1.58,0.97,-1.48,2.48,1.94,3.82,4.59,3.88,7.68,4.11,4.28,3.67,1.22,-0.03,1.06,0
-0.29,-1.69,2.18,1.98,2.78,3.96,4.40,1.86,2.43,2.15,2.64,1.92,1.71,0.91,1.99,1.49,1.25,1.21,1.44,0.27,-0.25,0
-0.01,2.75,1.20,-0.20,4.05,2.76,4.97,4.43,2.21,3.51,1.24,0.71,2.45,1.16,2.36,2.19,2.60,0.04,0.11,0.76,2.95,0
-1.16,1.27,1.42,-0.60,1.09,0.35,0.27,-0.39,0.26,2.23,2.87,3.77,4.49,2.68,5.25,2.91,0.82,2.51,2.28,0.66,-0.60,0
-0.11,0.30,2.74,0.96,4.59,7.62,6.19,5.73,1.41,1.20,2.52,2.02,0.63,0.74,1.60,0.84,-1.23,0.70,-0.12,-0.62,0.98,0
-0.02,0.79,-1.32,-0.17,0.95,2.31,0.12,1.00,0.26,1.69,1.72,2.97,2.20,4.61,6.44,4.66,5.46,3.55,1.55,0.67,0.27,0
-1.28,1.03,0.38,0.67,2.87,0.40,2.42,1.55,2.24,1.13,0.56,4.12,2.13,3.23,3.27,2.22,2.82,-0.13,1.23,-0.82,-0.33,0
1.68,-0.38,0.32,0.90,-1.13,2.88,1.52,0.02,2.01,0.80,2.53,1.79,3.48,4.95,5.64,5.96,2.56,3.80,1.59,1.18,-0.79,0
0.36,0.82,1.26,1.82,1.86,1.61,2.36,0.81,1.77,2.53,2.75,2.87,3.37,2.23,5.16,5.43,2.98,4.22,2.27,0.97,-0.86,0
-0.91,-0.47,0.65,0.74,-0.24,-0.19,2.44,2.35,1.64,0.79,0.53,3.16,5.25,1.85,5.55,3.86,3.63,2.80,1.51,0.47,0.36,0
-0.63,-0.58,1.36,1.85,0.98,0.44,1.91,1.50,1.37,1.16,1.72,2.48,3.48,3.02,3.88,2.95,3.37,1.58,-0.74,2.03,-0.33,0
0.32,-0.78,0.47,1.65,1.42,2.76,3.20,3.20,2.43,0.32,2.67,1.94,2.57,2.27,2.24,2.83,0.45,0.84,-0.59,-0.29,0.32,0
-0.81,-0.36,3.08,3.45,3.41,4.99,4.51,4.04,3.60,3.24,2.67,2.83,-1.08,-1.22,-0.61,0.16,0.14,1.04,-1.89,0.81,-0.27,0
-0.81,0.20,1.88,1.45,3.47,2.96,5.51,4.42,4.52,2.51,2.71,0.91,1.96,-0.58,1.80,-0.68,-0.53,1.99,-0.42,0.18,1.29,0
-1.79,-0.05,1.03,3.34,3.51,2.05,4.07,2.24,3.71,1.54,1.41,1.30,-0.04,1.82,2.21,2.91,1.74,-0.17,-0.27,-1.56,0.44,0
0.59,-0.65,1.84,2.68,0.82,2.21,3.77,0.47,1.96,1.80,1.06,2.35,4.51,3.32,2.34,2.86,2.44,2.37,2.33,0.24,-0.82,0
0.91,-1.83,1.53,0.59,1.44,3.21,2.59,3.79,3.01,2.11,1.58,-0.72,1.88,2.47,3.66,1.41,2.80,0.36,1.58,-0.14,0.45,0
1.90,0.24,1.22,2.24,1.92,1.18,5.09,3.67,1.42,1.78,-0.11,1.76,0.54,0.62,1.14,1.48,3.21,0.08,-0.48,1.36,-0.72,0
-0.60,0.27,-0.21,0.65,1.10,0.68,1.91,0.85,-0.82,0.25,0.99,2.86,5.59,1.97,5.69,4.35,4.91,1.74,0.57,-0.46,0.44,0
1.59,0.35,0.92,0.82,-1.63,-0.77,-1.31,1.38,0.87,1.55,1.04,2.89,3.56,4.77,7.41,4.27,6.61,2.47,2.01,1.36,-0.48,0
-0.40,0.52,3.01,2.40,4.43,3.41,4.21,5.09,2.93,2.61,1.15,0.79,0.36,2.20,0.61,1.91,-0.02,2.48,0.75,0.24,-0.08,0
0.69,0.98,1.99,2.13,3.37,6.43,6.22,5.30,3.58,1.59,0.48,1.53,1.16,1.27,-0.07,0.24,0.25,-1.10,0.54,0.46,-0.03,0
0.16,0.52,-0.30,0.96,3.66,0.43,1.74,2.48,1.46,0.36,0.78,2.29,2.56,4.24,5.15,2.98,3.27,2.60,2.98,1.01,0.07,0
0.09,-1.78,0.87,1.50,3.21,2.98,4.59,3.90,2.92,3.66,2.45,1.54,0.13,1.47,2.90,-0.94,1.12,0.63,1.03,0.13,1.47,0
0.51,1.02,-0.21,0.41,-1.22,-0.44,1.31,0.69,1.24,-0.07,3.29,3.63,4.53,5.30,7.01,6.56,4.38,3.14,1.14,1.41,-0.15,0
-1.65,1.39,1.00,2.58,1.21,2.56,1.71,1.85,1.67,0.47,1.01,2.46,1.31,3.58,4.13,3.54,3.67,2.43,1.16,-0.02,0.84,0
0.43,0.62,0.45,0.98,2.51,4.62,6.21,3.13,1.54,3.68,4.03,0.99,-0.41,0.82,1.26,0.98,1.96,-1.15,-0.66,-0.28,-0.21,0
0.07,2.13,2.11,-0.27,1.91,3.85,2.07,2.14,1.97,2.16,-0.12,0.87,2.15,1.80,4.64,2.92,2.15,1.22,3.65,-1.45,-0.55,0
0.20,2.53,0.59,1.96,0.15,1.87,3.57,-0.10,1.28,1.48,3.40,3.57,4.83,3.79,3.68,3.65,2.23,0.65,0.92,1.85,2.14,0
-1.23,0.06,0.95,0.25,-1.13,2.59,0.72,1.10,1.99,1.17,2.25,3.67,4.62,6.77,6.26,5.78,4.54,2.88,2.11,-0.63,0.52,0
-0.51,0.47,1.31,0.05,0.88,0.41,2.76,0.90,0.50,3.33,1.12,3.23,1.70,2.04,5.80,2.98,3.15,0.44,3.11,2.84,-1.93,0
-1.20,0.93,1.67,3.74,2.67,5.66,3.90,1.77,3.44,0.79,2.01,2.23,2.96,1.37,-0.02,1.85,-1.89,1.36,-0.11,-0.73,0.10,0
